user,userplays,artist,album,song,date
julian._._,2,Bladee,D&G,Wickr Man,2023-07-07 20:39:08.677000+00:00
kazperr,56,Bladee,The Fool,Trendy,2023-07-07 20:36:50.067000+00:00
kazperr,57,Bladee,The Fool,Search True,2023-07-07 20:39:33.471000+00:00
p4aoo,69,Thaiboy Digital,Legendary Member,Legendary Member,2023-07-07 20:39:42.461000+00:00
katemeoww,5,Bladee,333,Oh Well,2023-07-07 20:40:04.948000+00:00
meowcat437,60,Bladee,AvP,Winter,2023-07-07 20:40:07.359000+00:00
marieee8,83,Bladee,The Fool,Wett (Water2),2023-07-07 20:40:50.517000+00:00
p4aoo,70,Thaiboy Digital,Legendary Member,Legendary Member,2023-07-07 20:39:42.461000+00:00
p4aoo,71,Thaiboy Digital,Legendary Member,Legendary Member,2023-07-07 20:40:54.884000+00:00
.grieff,1,Bladee,Crest,The Flag is Raised,2023-07-07 20:41:25.710000+00:00
katemeoww,6,Bladee,333,Oh Well,2023-07-07 20:41:39.428000+00:00
.kenaw,19,Bladee,333,Mean Girls,2023-07-07 20:41:51.301000+00:00
.kenaw,20,Bladee,333,Mean Girls,2023-07-07 20:41:53.380000+00:00
handointhebando,4,Bladee,Trash Star,Trash Star,2023-07-07 20:41:54.160000+00:00
handointhebando,5,Bladee,Trash Star,Trash Star,2023-07-07 20:42:03.748000+00:00
handointhebando,6,Bladee,Trash Star,Trash Star,2023-07-07 20:42:18.795000+00:00
krispied,87,Bladee,D&G,Suffocation,2023-07-07 20:42:26.394000+00:00
handointhebando,7,Bladee,Trash Star,Trash Star,2023-07-07 20:42:35.409000+00:00
.kenaw,21,Bladee,333,Mean Girls,2023-07-07 20:42:38.616000+00:00
.kenaw,22,Bladee,333,Mean Girls,2023-07-07 20:42:49.014000+00:00
biblical_bj,124,Bladee,333,Wings in Motion,2023-07-07 20:43:09.961000+00:00
pire,1,Bladee,Drama,Drama,2023-07-07 20:43:12.118000+00:00
pire,2,Bladee,Drama,Drama,2023-07-07 20:43:12.159000+00:00
marieee8,84,Bladee,Spiderr,URIEL OUTRO,2023-07-07 20:43:15.606000+00:00
marieee8,85,Bladee,Spiderr,URIEL OUTRO,2023-07-07 20:43:25.931000+00:00
pire,3,Bladee,Drama,Drama,2023-07-07 20:43:12.118000+00:00
.grieff,2,Bladee,The Fool,I Want It That Way,2023-07-07 20:43:45.182000+00:00
.grieff,3,Bladee,Gluee,Unreal,2023-07-07 20:43:46.283000+00:00
.grieff,4,Bladee,333,Oh Well,2023-07-07 20:43:48.168000+00:00
.grieff,5,Bladee,The Fool,egobaby,2023-07-07 20:43:51.157000+00:00
.grieff,6,Bladee,Spiderr,ICARUS 3REESTYLE,2023-07-07 20:44:05.187000+00:00
p4aoo,72,Yung Lean,Frost God,Hennessy & Sailor Moon,2023-07-07 20:44:22.549000+00:00
p4aoo,73,Yung Lean,Frost God,Hennessy & Sailor Moon,2023-07-07 20:44:32.784000+00:00
meowcat437,61,Bladee,Gluee,Everlasting Flames,2023-07-07 20:44:40.283000+00:00
krispied,88,Bladee,D&G,Dumpster Baby,2023-07-07 20:44:57.952000+00:00
snazzy_nazzy,1,Bladee,Eversince,Lovenote,2023-07-07 20:45:01.130000+00:00
.kenaw,23,Bladee,333,Mean Girls,2023-07-07 20:45:06.641000+00:00
biblical_bj,125,Bladee,333,Don't Worry,2023-07-07 20:45:32.814000+00:00
katemeoww,7,Bladee,333,Oh Well,2023-07-07 20:45:48.650000+00:00
katemeoww,8,Bladee,333,Oh Well,2023-07-07 20:45:51.110000+00:00
marieee8,86,Bladee,EXETER,IMAGINARY,2023-07-07 20:46:07.338000+00:00
krispied,89,Bladee,D&G,Dumpster Baby,2023-07-07 20:46:08.426000+00:00
.grieff,7,Bladee,Working on Dying,Best Buy,2023-07-07 20:46:13.973000+00:00
pire,4,Bladee,Drama,Drama,2023-07-07 20:46:23.699000+00:00
islatw,1,Bladee,333,Swan Lake,2023-07-07 20:46:26.131000+00:00
dg.nothere,29,Bladee,Red Light,1D,2023-07-07 20:46:40.075000+00:00
meowcat437,62,Woesum,Blue Summer,Exceler,2023-07-07 20:46:58.055000+00:00
viplife,11,Thaiboy Digital,Legendary Member,Bentley,2023-07-07 20:47:15.171000+00:00
viplife,12,Thaiboy Digital,Legendary Member,Bentley,2023-07-07 20:47:15.171000+00:00
dg.nothere,30,Bladee,Red Light,1D,2023-07-07 20:47:19.466000+00:00
biblical_bj,126,Bladee,333,Don't Worry,2023-07-07 20:45:32.814000+00:00
viplife,13,Thaiboy Digital,Legendary Member,Bentley,2023-07-07 20:47:24.808000+00:00
biblical_bj,127,Bladee,333,Don't Worry,2023-07-07 20:45:32.814000+00:00
biblical_bj,128,Bladee,333,Keys to the City,2023-07-07 20:47:51.662000+00:00
.grieff,8,Bladee,Gluee,Ebay,2023-07-07 20:48:09.376000+00:00
snazzy_nazzy,2,Bladee,Eversince,Rip,2023-07-07 20:48:15.962000+00:00
katemeoww,9,Bladee,Spiderr,DRAIN STORY,2023-07-07 20:48:17.987000+00:00
biblical_bj,129,Bladee,333,Keys to the City,2023-07-07 20:47:51.662000+00:00
biblical_bj,130,Bladee,333,Keys to the City,2023-07-07 20:47:51.662000+00:00
meowcat437,63,Bladee,Red Light,1D,2023-07-07 20:49:50.380000+00:00
.kenaw,24,Bladee,333,Mean Girls,2023-07-07 20:50:08.564000+00:00
katemeoww,10,Yung Lean,Frost God,Hennessy & Sailor Moon,2023-07-07 20:50:09.598000+00:00
.kenaw,25,Bladee,333,Mean Girls,2023-07-07 20:50:08.564000+00:00
biblical_bj,131,Bladee,333,Hero of My Story 3style3,2023-07-07 20:50:19.302000+00:00
biblical_bj,132,Bladee,333,Hero of My Story 3style3,2023-07-07 20:50:19.302000+00:00
krispied,90,Bladee,D&G,Scarecrows,2023-07-07 20:51:10.827000+00:00
sophed,33,Bladee,333,Keys to the City,2023-07-07 20:51:17.276000+00:00
somtraa,2,Bladee,Icedancer,Jaws,2023-07-07 20:51:28.980000+00:00
marieee8,87,Bladee,Icedancer,The Silent Boy Cries (Ripsquadd Outro),2023-07-07 20:51:47.629000+00:00
marieee8,88,Bladee,Icedancer,The Silent Boy Cries (Ripsquadd Outro),2023-07-07 20:51:57.563000+00:00
a_theo,1,Bladee,Icedancer,Waster,2023-07-07 20:51:59.868000+00:00
sophed,34,Bladee,333,Keys to the City,2023-07-07 20:52:07.505000+00:00
sophed,35,Bladee,333,Keys to the City,2023-07-07 20:52:07.505000+00:00
biblical_bj,133,Bladee,333,100s,2023-07-07 20:52:17.890000+00:00
.kenaw,26,Bladee,333,Mean Girls,2023-07-07 20:52:27.751000+00:00
snazzy_nazzy,3,Bladee,Eversince,Xd Out,2023-07-07 20:52:28.339000+00:00
snazzy_nazzy,4,Bladee,Eversince,Xd Out,2023-07-07 20:52:32.529000+00:00
.kenaw,27,Bladee,333,Mean Girls,2023-07-07 20:52:36.980000+00:00
krispied,91,Bladee,D&G,Scarecrows,2023-07-07 20:52:40.018000+00:00
marieee8,89,Bladee,Icedancer,The Silent Boy Cries (Ripsquadd Outro),2023-07-07 20:52:49.975000+00:00
marieee8,90,Bladee,Icedancer,The Silent Boy Cries (Ripsquadd Outro),2023-07-07 20:51:57.563000+00:00
xpyu,130,Bladee,Working on Dying,Backstr€€t Boys,2023-07-07 20:53:01.220000+00:00
xpyu,131,Bladee,Working on Dying,Backstr€€t Boys,2023-07-07 20:53:01.266000+00:00
xpyu,132,Bladee,Working on Dying,Backstr€€t Boys,2023-07-07 20:53:01.330000+00:00
biblical_bj,134,Bladee,333,100s,2023-07-07 20:52:17.890000+00:00
marieee8,91,Ecco2k,Trash Island,Western Union,2023-07-07 20:53:07.675000+00:00
biblical_bj,135,Bladee,333,100s,2023-07-07 20:52:17.890000+00:00
.kenaw,28,Bladee,Eversince,So What,2023-07-07 20:53:11.904000+00:00
marieee8,92,Ecco2k,Trash Island,Western Union,2023-07-07 20:53:17.696000+00:00
katemeoww,11,Yung Lean,Frost God,Hennessy & Sailor Moon,2023-07-07 20:53:18.558000+00:00
krispied,92,Bladee,D&G,Scarecrows,2023-07-07 20:53:19.388000+00:00
katemeoww,12,Yung Lean,Frost God,Hennessy & Sailor Moon,2023-07-07 20:53:29.188000+00:00
katemeoww,13,Yung Lean,Frost God,Hennessy & Sailor Moon,2023-07-07 20:53:41.258000+00:00
handointhebando,8,Felix Lee,Incantations,Birds of Prey,2023-07-07 20:53:47.193000+00:00
katemeoww,14,Yung Lean,Frost God,Hennessy & Sailor Moon,2023-07-07 20:54:03.360000+00:00
sophed,36,Bladee,Icedancer,Special Place,2023-07-07 20:54:05.668000+00:00
krispied,93,Bladee,D&G,Botox Lips,2023-07-07 20:54:10.350000+00:00
sophed,37,Bladee,Icedancer,Special Place,2023-07-07 20:54:13.520000+00:00
meowcat437,64,Bladee,Red Light,Nike Just Do It,2023-07-07 20:54:21.278000+00:00
katemeoww,15,Bladee,The Fool,Thee 9 Is Up,2023-07-07 20:54:24.247000+00:00
xpyu,133,Bladee,Working on Dying,Backstr€€t Boys,2023-07-07 20:54:39.931000+00:00
biblical_bj,136,Bladee,333,Mean Girls,2023-07-07 20:54:44.044000+00:00
marieee8,93,Bladee,Crest,Desire is a Trap,2023-07-07 20:55:08.098000+00:00
p4aoo,74,Bladee,Red Light,I'm Goofy,2023-07-07 20:55:13.481000+00:00
p4aoo,75,Bladee,Red Light,I'm Goofy,2023-07-07 20:55:23.064000+00:00
a_theo,2,Bladee,Eversince,So What,2023-07-07 20:55:40.573000+00:00
snazzy_nazzy,5,Bladee,Eversince,Bloodveil / Stillborn,2023-07-07 20:56:05.652000+00:00
xpyu,134,Bladee,Working on Dying,Backstr€€t Boys,2023-07-07 20:56:44.203000+00:00
xpyu,135,Bladee,Working on Dying,Under Your Spell,2023-07-07 20:56:44.676000+00:00
xpyu,136,Bladee,Working on Dying,Backstr€€t Boys,2023-07-07 20:56:46.971000+00:00
marieee8,94,Bladee,Crest,Desire is a Trap,2023-07-07 20:56:59.196000+00:00
biblical_bj,137,Bladee,333,Innocent of All Things,2023-07-07 20:57:11.009000+00:00
a_theo,3,Bladee,Eversince,So What,2023-07-07 20:57:16.067000+00:00
bumcheesee,1,Bladee,Icedancer,Side by Side,2023-07-07 20:57:50.724000+00:00
marieee8,95,Bladee,Crest,White Meadow,2023-07-07 20:57:59.368000+00:00
marieee8,96,Bladee,Crest,White Meadow,2023-07-07 20:58:10.311000+00:00
Felina,1,Sickboyrari,Famous,Famous,2023-07-07 20:58:17.765000+00:00
meowcat437,65,Bladee,333,Keys to the City,2023-07-07 20:58:22.766000+00:00
xpyu,137,Bladee,Working on Dying,Backstr€€t Boys,2023-07-07 20:58:36.828000+00:00
bumcheesee,2,Bladee,Icedancer,Side by Side,2023-07-07 20:58:39.479000+00:00
biblical_bj,138,Bladee,333,Reality Surf,2023-07-07 20:59:19.780000+00:00
snazzy_nazzy,6,Bladee,Eversince,So What,2023-07-07 20:59:36.265000+00:00
snazzy_nazzy,7,Bladee,Eversince,So What,2023-07-07 20:59:46.049000+00:00
a_theo,4,Bladee,Gluee,Ebay,2023-07-07 20:59:48.677000+00:00
angcls,77,Bladee,Red Light,Nike Just Do It,2023-07-07 20:59:49.360000+00:00
monkeyballsballs,3,Bladee,I Chose to Be This Way,I Chose to Be This Way,2023-07-07 20:59:50.971000+00:00
monkeyballsballs,4,Bladee,Working on Dying,D-925,2023-07-07 21:00:43.112000+00:00
cl8irr,7,Bladee,Eversince,Romeo,2023-07-07 21:00:49.832000+00:00
meowcat437,66,Bladee,Red Light,I'm Goofy,2023-07-07 21:00:50.468000+00:00
cl8irr,8,Bladee,Gluee,Unreal,2023-07-07 21:00:55.095000+00:00
xpyu,138,Bladee,Working on Dying,Under Your Spell,2023-07-07 21:00:59.813000+00:00
miroxion,41,Bladee,333,100s,2023-07-07 21:01:00.058000+00:00
livx_x,1,Bladee,Plastic Surgery,Plastic Surgery,2023-07-07 21:01:12.930000+00:00
biblical_bj,139,Bladee,333,Noblest Strive,2023-07-07 21:01:23.388000+00:00
marieee8,97,Thaiboy Digital,Trash Island,Waterfall,2023-07-07 21:01:29.478000+00:00
marieee8,98,Thaiboy Digital,Trash Island,Waterfall,2023-07-07 21:01:39.302000+00:00
krispied,94,Bladee,D&G,Botox Lips,2023-07-07 21:02:28.316000+00:00
rukiasturban,3,Bladee,DRAIN STORY,DRAIN STORY,2023-07-07 21:02:29.495000+00:00
xpyu,139,Bladee,Working on Dying,Under Your Spell,2023-07-07 21:02:42.580000+00:00
krispied,95,Thaiboy Digital,Trash Island,30th Floor,2023-07-07 21:02:48.310000+00:00
snazzy_nazzy,8,Bladee,Eversince,Missing Person,2023-07-07 21:02:56.016000+00:00
biblical_bj,140,Bladee,333,Noblest Strive,2023-07-07 21:01:23.388000+00:00
miroxion,42,Bladee,rip bladee,50SACINMYSOCIDGAF,2023-07-07 21:03:27.749000+00:00
biblical_bj,141,Bladee,333,It Girl,2023-07-07 21:03:38.257000+00:00
rukiasturban,4,Bladee,DRAIN STORY,DRAIN STORY,2023-07-07 21:03:56.246000+00:00
meowcat437,67,Bladee,Icedancer,Mallwhore Freeestyle,2023-07-07 21:04:03.694000+00:00
marieee8,99,Thaiboy Digital,Trash Island,Waterfall,2023-07-07 21:01:39.302000+00:00
meowcat437,68,Bladee,Icedancer,Mallwhore Freeestyle,2023-07-07 21:04:13.877000+00:00
xpyu,140,Bladee,Working on Dying,D-925,2023-07-07 21:04:21.596000+00:00
xpyu,141,Bladee,Working on Dying,Gatekeeper,2023-07-07 21:04:22.184000+00:00
draingang_,18,Bladee,Gluee,Freeze,2023-07-07 21:04:22.677000+00:00
xpyu,142,Bladee,Working on Dying,Cherry Bracelets,2023-07-07 21:04:28.515000+00:00
xpyu,143,Bladee,Working on Dying,D-925,2023-07-07 21:04:28.534000+00:00
xpyu,144,Bladee,Working on Dying,D-925,2023-07-07 21:04:31.586000+00:00
snazzy_nazzy,9,Bladee,Eversince,Missing Person,2023-07-07 21:04:38.158000+00:00
xpyu,145,Bladee,Red Light,Obedient,2023-07-07 21:04:41.619000+00:00
bumcheesee,3,Bladee,Vanilla Sky,Vanilla Sky,2023-07-07 21:04:50.615000+00:00
artemiae,2,Bladee,Icedancer,SmartWater,2023-07-07 21:05:02.722000+00:00
marieee8,100,Bladee,Trash Island,Victim,2023-07-07 21:05:04.583000+00:00
biblical_bj,142,Bladee,333,It Girl,2023-07-07 21:03:38.257000+00:00
biblical_bj,143,Bladee,333,It Girl,2023-07-07 21:03:38.257000+00:00
biblical_bj,144,Bladee,333,Oh Well,2023-07-07 21:05:53.858000+00:00
livx_x,2,Bladee,333,Reality Surf,2023-07-07 21:06:01.338000+00:00
meowcat437,69,Thaiboy Digital,Tiger,Gtblessgo,2023-07-07 21:06:03.544000+00:00
livx_x,3,Bladee,333,Reality Surf,2023-07-07 21:06:11.156000+00:00
snazzy_nazzy,10,Bladee,Eversince,Romeo,2023-07-07 21:06:16.319000+00:00
sixlu,24,Bladee,Trash Star,Trash Star,2023-07-07 21:06:42.202000+00:00
rukiasturban,5,Bladee,rip bladee,50SACINMYSOCIDGAF,2023-07-07 21:06:44.742000+00:00
sixlu,25,Bladee,Trash Star,Trash Star,2023-07-07 21:06:52.208000+00:00
rukiasturban,6,Bladee,Eversince,So What,2023-07-07 21:06:58.235000+00:00
rukiasturban,7,Bladee,Eversince,So What,2023-07-07 21:07:03.544000+00:00
artemiae,3,Bladee,Icedancer,SmartWater,2023-07-07 21:05:02.722000+00:00
artemiae,4,Bladee,Icedancer,SmartWater,2023-07-07 21:05:02.722000+00:00
artemiae,5,Bladee,Icedancer,SmartWater,2023-07-07 21:05:02.722000+00:00
marieee8,101,Bladee,AvP,Area 51,2023-07-07 21:07:38.199000+00:00
livx_x,4,Sickboyrari,Famous,Famous,2023-07-07 21:08:05.365000+00:00
biblical_bj,145,Bladee,333,Valerie,2023-07-07 21:08:21.764000+00:00
draingang_,19,Bladee,Gluee,Freeze,2023-07-07 21:08:23.933000+00:00
snoosi,10,Bladee,YEAR0001 - RIFT One,Anywhere,2023-07-07 21:08:24.421000+00:00
draingang_,20,Bladee,Gluee,Shadowface,2023-07-07 21:08:46.931000+00:00
krispied,96,Thaiboy Digital,Legendary Member,Bentley,2023-07-07 21:08:48.479000+00:00
slocc,1,Cartier God,Let Me Go,Let Me Go,2023-07-07 21:08:50.821000+00:00
snoosi,11,Bladee,YEAR0001 - RIFT One,Anywhere,2023-07-07 21:08:24.421000+00:00
bumcheesee,4,Bladee,Crest,The Flag is Raised,2023-07-07 21:08:54.251000+00:00
sixlu,26,Bladee,Gotham City,Gotham City,2023-07-07 21:08:54.769000+00:00
rubythedrainer,4,Bladee,AvP,Still in Search of Sunshine,2023-07-07 21:08:55.570000+00:00
snoosi,12,Bladee,YEAR0001 - RIFT One,Anywhere,2023-07-07 21:08:24.421000+00:00
rubythedrainer,5,Bladee,Red Light,Steve Jobs,2023-07-07 21:09:41.513000+00:00
meowcat437,70,Varg²™,SHINIE,SHINIE,2023-07-07 21:10:26.316000+00:00
krispied,97,Thaiboy Digital,Legendary Member,Bentley,2023-07-07 21:08:48.479000+00:00
krispied,98,Thaiboy Digital,Legendary Member,Bentley,2023-07-07 21:08:48.479000+00:00
krispied,99,Thaiboy Digital,Legendary Member,Bentley,2023-07-07 21:10:58.342000+00:00
biblical_bj,146,Bladee,333,Finder,2023-07-07 21:11:01.517000+00:00
marieee8,102,Bladee,Red Light,Fake News,2023-07-07 21:11:03.401000+00:00
kalaif,6,Bladee,Crest,5 Star Crest (4 Vattenrum),2023-07-07 21:11:16.612000+00:00
kalaif,7,Bladee,Crest,5 Star Crest (4 Vattenrum),2023-07-07 21:11:26.241000+00:00
asu7070,54,Bladee,Destroy Me,Destroy Me,2023-07-07 21:11:43.108000+00:00
kalaif,8,Bladee,EXETER,WONDERLAND,2023-07-07 21:12:10.930000+00:00
angcls,78,Bladee,Trash Star,Trash Star,2023-07-07 21:12:23.479000+00:00
asu7070,55,Bladee,Spiderr,UNDERSTATEMENT,2023-07-07 21:12:26.167000+00:00
angcls,79,Bladee,Trash Star,Trash Star,2023-07-07 21:12:33.175000+00:00
biblical_bj,147,Bladee,333,Exstasia,2023-07-07 21:12:45.121000+00:00
kim_59,20,Varg²™,SHINIE,SHINIE,2023-07-07 21:13:07.277000+00:00
kim_59,21,Varg²™,SHINIE,SHINIE,2023-07-07 21:13:17.193000+00:00
marieee8,103,Bladee,Plastic Surgery,It Suxx,2023-07-07 21:13:43.484000+00:00
marieee8,104,Bladee,Plastic Surgery,It Suxx,2023-07-07 21:13:53.341000+00:00
livx_x,5,Bladee,Red Light,Decay,2023-07-07 21:13:57.382000+00:00
angcls,80,Bladee,The Fool,I Think...,2023-07-07 21:14:36.024000+00:00
rubythedrainer,6,Bladee,rip bladee,Butterfly,2023-07-07 21:14:48.257000+00:00
raspberry_sprite,3,Bladee,D&G,Suffocation,2023-07-07 21:14:52.849000+00:00
8o8wk,14,Bladee,Spiderr,DRAIN STORY,2023-07-07 21:15:04.517000+00:00
slain3d,3,Bladee,Eversince,Who Goes There,2023-07-07 21:15:05.678000+00:00
biblical_bj,148,Bladee,333,Only One,2023-07-07 21:15:05.872000+00:00
miroxion,43,Bladee,rip bladee,50SACINMYSOCIDGAF,2023-07-07 21:15:05.875000+00:00
kim_59,22,Varg²™,SHINIE,SHINIE,2023-07-07 21:13:17.193000+00:00
draingang_,21,Bladee,Working on Dying,Knightsbridge,2023-07-07 21:15:31.155000+00:00
p4aoo,76,Bladee,333,Reality Surf,2023-07-07 21:15:32.934000+00:00
rubythedrainer,7,Bladee,rip bladee,Butterfly,2023-07-07 21:15:35.136000+00:00
rubythedrainer,8,Bladee,rip bladee,Butterfly,2023-07-07 21:15:39.800000+00:00
rubythedrainer,9,Bladee,rip bladee,Butterfly,2023-07-07 21:15:39.813000+00:00
raspberry_sprite,4,Bladee,D&G,Suffocation,2023-07-07 21:15:44.354000+00:00
raspberry_sprite,5,Bladee,D&G,Suffocation,2023-07-07 21:15:45.081000+00:00
rubythedrainer,10,Bladee,rip bladee,Butterfly,2023-07-07 21:15:39.800000+00:00
asu7070,56,Bladee,Eversince,Sick,2023-07-07 21:16:21.763000+00:00
dg.nothere,31,Bladee,Icedancer,Side by Side,2023-07-07 21:16:27.332000+00:00
deathconciousnesss,8,Bladee,D&G,No Life Left,2023-07-07 21:16:30.812000+00:00
dg.nothere,32,Bladee,Icedancer,Anything,2023-07-07 21:16:31.050000+00:00
marieee8,105,Thaiboy Digital,Back 2 Life,All the Way,2023-07-07 21:16:51.012000+00:00
123panda7,1,Bladee,Gluee,Unreal,2023-07-07 21:17:25.887000+00:00
rubythedrainer,11,Bladee,rip bladee,Butterfly,2023-07-07 21:17:27.164000+00:00
rubythedrainer,12,Bladee,rip bladee,Butterfly,2023-07-07 21:17:27.648000+00:00
draingang_,22,Bladee,Working on Dying,Knightsbridge,2023-07-07 21:17:30.167000+00:00
biblical_bj,149,Bladee,333,Swan Lake,2023-07-07 21:17:35.111000+00:00
draingang_,23,Bladee,Working on Dying,Knightsbridge,2023-07-07 21:17:40.106000+00:00
livx_x,6,Thaiboy Digital,Back 2 Life,The Kingdom,2023-07-07 21:17:49.047000+00:00
slain3d,4,Bladee,Eversince,Who Goes There,2023-07-07 21:15:05.678000+00:00
slain3d,5,Bladee,Eversince,Who Goes There,2023-07-07 21:18:04.578000+00:00
biblical_bj,150,Bladee,333,Swan Lake,2023-07-07 21:17:35.111000+00:00
.kenaw,29,Bladee,rip bladee,50SACINMYSOCIDGAF,2023-07-07 21:18:59.671000+00:00
.kenaw,30,Bladee,rip bladee,50SACINMYSOCIDGAF,2023-07-07 21:18:59.850000+00:00
.kenaw,31,Bladee,Red Light,Steve Jobs,2023-07-07 21:19:13.466000+00:00
.kenaw,32,Bladee,Red Light,Steve Jobs,2023-07-07 21:19:16.003000+00:00
draingang_,24,Bladee,Working on Dying,Knightsbridge,2023-07-07 21:19:30.727000+00:00
snazzy_nazzy,11,Bladee,Eversince,Wrist Cry,2023-07-07 21:19:35.752000+00:00
draingang_,25,Bladee,Working on Dying,Knightsbridge,2023-07-07 21:19:40.604000+00:00
xpyu,146,Yung Lean,Stardust,SummerTime Blood,2023-07-07 21:19:47.728000+00:00
.grieff,9,Bladee,Gluee,Ebay,2023-07-07 21:19:48.636000+00:00
angcls,81,Bladee,Spiderr,UNDERSTATEMENT,2023-07-07 21:20:08.748000+00:00
draingang_,26,Bladee,Working on Dying,Knightsbridge,2023-07-07 21:20:13.421000+00:00
biblical_bj,151,Bladee,333,Wings in Motion,2023-07-07 21:20:32.725000+00:00
biblical_bj,152,Bladee,333,Wings in Motion,2023-07-07 21:20:42.482000+00:00
draingang_,27,Bladee,Working on Dying,Knightsbridge,2023-07-07 21:21:41.056000+00:00
xpyu,147,Bladee,Working on Dying,Backstr€€t Boys,2023-07-07 21:21:41.412000+00:00
draingang_,28,Bladee,rip bladee,Psycho,2023-07-07 21:21:44.795000+00:00
.grieff,10,Ecco2k,Trash Island,Western Union,2023-07-07 21:21:48.010000+00:00
biblical_bj,153,Bladee,333,Don't Worry,2023-07-07 21:22:57.352000+00:00
pire,5,Bladee,D&G,Wickr Man,2023-07-07 21:22:58.797000+00:00
livx_x,7,Bladee,333,Hero of My Story 3style3,2023-07-07 21:23:28.186000+00:00
snazzy_nazzy,12,Bladee,Eversince,Who Goes There,2023-07-07 21:23:28.694000+00:00
.kenaw,33,Sickboyrari,Famous,Famous,2023-07-07 21:23:32.979000+00:00
livx_x,8,Bladee,333,Hero of My Story 3style3,2023-07-07 21:23:38.307000+00:00
xpyu,148,Bladee,Working on Dying,Backstr€€t Boys,2023-07-07 21:23:38.870000+00:00
slain3d,6,Bladee,AvP,Still in Search of Sunshine,2023-07-07 21:23:41.755000+00:00
slain3d,7,Bladee,AvP,Still in Search of Sunshine,2023-07-07 21:23:43.173000+00:00
slain3d,8,Bladee,AvP,Still in Search of Sunshine,2023-07-07 21:23:44.083000+00:00
.grieff,11,Bladee,The Fool,Thee 9 Is Up,2023-07-07 21:23:47.200000+00:00
marieee8,106,Bladee,Icedancer,Be Nice 2 Me,2023-07-07 21:23:52.272000+00:00
marieee8,107,Bladee,Icedancer,Be Nice 2 Me,2023-07-07 21:24:02.436000+00:00
slain3d,9,Bladee,Icedancer,Topman,2023-07-07 21:24:19.979000+00:00
slain3d,10,Bladee,Icedancer,Topman,2023-07-07 21:24:20.081000+00:00
skrillja,3,Ecco2k,Trash Island,Western Union,2023-07-07 21:24:33.398000+00:00
skrillja,4,Bladee,Eversince,Sugar,2023-07-07 21:24:35.411000+00:00
xpyu,149,Bladee,Working on Dying,Backstr€€t Boys,2023-07-07 21:23:38.870000+00:00
xpyu,150,Bladee,Working on Dying,Backstr€€t Boys,2023-07-07 21:24:39.494000+00:00
p4aoo,77,Yung Lean,Stardust,SummerTime Blood,2023-07-07 21:24:41.346000+00:00
p4aoo,78,Yung Lean,Stardust,SummerTime Blood,2023-07-07 21:24:51.206000+00:00
xpyu,151,Bladee,Working on Dying,Backstr€€t Boys,2023-07-07 21:24:39.494000+00:00
biblical_bj,154,Bladee,333,Keys to the City,2023-07-07 21:25:15.883000+00:00
.kenaw,34,Sickboyrari,Famous,Famous,2023-07-07 21:25:27.600000+00:00
soyjakk,9,Bladee,Crest,Girls Just Want to Have Fun,2023-07-07 21:25:29.207000+00:00
.kenaw,35,Sickboyrari,Famous,Famous,2023-07-07 21:25:39.735000+00:00
viplife,14,Yung Lean,Stardust,SummerTime Blood,2023-07-07 21:25:40.679000+00:00
viplife,15,Yung Lean,Stardust,SummerTime Blood,2023-07-07 21:25:40.706000+00:00
marieee8,108,Bladee,The Fool,desiree,2023-07-07 21:26:00.471000+00:00
xpyu,152,Bladee,Working on Dying,Under Your Spell,2023-07-07 21:26:01.740000+00:00
xpyu,153,Bladee,Working on Dying,Under Your Spell,2023-07-07 21:26:01.740000+00:00
xerunox,91,Bladee,Working on Dying,Knightsbridge,2023-07-07 21:26:28.376000+00:00
snazzy_nazzy,13,Bladee,Eversince,Sick,2023-07-07 21:26:38.530000+00:00
mechatok,4,Bladee,Vanilla Sky,Birdbath,2023-07-07 21:26:47.758000+00:00
.grieff,12,Bladee,Icedancer,Mallwhore Freeestyle,2023-07-07 21:26:51.994000+00:00
.grieff,13,Bladee,Icedancer,Mallwhore Freeestyle,2023-07-07 21:27:01.892000+00:00
.kenaw,36,Sickboyrari,Famous,Famous,2023-07-07 21:27:38.320000+00:00
biblical_bj,155,Bladee,333,Hero of My Story 3style3,2023-07-07 21:27:43.134000+00:00
xpyu,154,Bladee,Working on Dying,D-925,2023-07-07 21:27:46.704000+00:00
mechatok,5,Bladee,Vanilla Sky,Vanilla Sky,2023-07-07 21:28:26.853000+00:00
marieee8,109,Bladee,The Fool,Hotel Breakfast,2023-07-07 21:28:26.988000+00:00
marieee8,110,Bladee,The Fool,Hotel Breakfast,2023-07-07 21:28:36.882000+00:00
viplife,16,Bladee,Red Light,Hex,2023-07-07 21:28:43.507000+00:00
viplife,17,Bladee,Red Light,Hex,2023-07-07 21:28:43.507000+00:00
snazzy_nazzy,14,Bladee,Eversince,Sugar,2023-07-07 21:29:39.387000+00:00
biblical_bj,156,Bladee,333,100s,2023-07-07 21:29:42.216000+00:00
.kenaw,37,Sickboyrari,Famous,Famous,2023-07-07 21:29:49.296000+00:00
.kenaw,38,Sickboyrari,Famous,Famous,2023-07-07 21:29:55.768000+00:00
xpyu,155,Bladee,Working on Dying,Gatekeeper,2023-07-07 21:30:22.884000+00:00
marieee8,111,Bladee,Gluee,Deletee (Intro),2023-07-07 21:30:42.565000+00:00
